Rk,Player,Tm,FantPos,Age,G,GS,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Y/A,Rush_TD,Tgt,Rec,Yds,Y/R,Receiving_TD,Fmb,FL,Total_TD,2:00 PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Player_Touches,Player Yards,Team Tuches,Team Yard,Team TD,% of Team Touch,% of Team Yard,% of Team TD
380,Isaiah Spiller,LAC,RB,22,9,0,0,0,0,0,0,37,96,2.59,0,6,6,34,5.67,0,0,0,0,,,13,19,19,16,,94,,43,130,1035,5806,38,0.04,0.02,0.00
381,Stephen Sullivan,CAR,TE,27,11,0,0,0,0,0,0,0,0,,0,24,12,125,10.42,0,0,0,0,,,13,24.5,27.5,18.5,,73,,24,125,935,4758,21,0.03,0.03,0.00
382,Lynn Bowden Jr.,NOR,WR,26,15,3,0,0,0,0,0,5,32,6.4,0,16,11,83,7.55,0,1,0,0,,,12,22.5,22.5,17,,158,,21,115,988,5818,40,0.02,0.02,0.00
383,Jason Brownlee,NYJ,WR,24,7,5,0,0,0,0,0,0,0,,0,8,5,56,11.2,1,0,0,1,,,12,16.6,16.6,14.1,,156,,8,56,778,4339,19,0.01,0.01,0.05
384,Randall Cobb,NYJ,WR,33,11,1,0,0,0,0,0,0,0,,0,17,5,39,7.8,1,0,0,1,1,,12,16.9,16.9,14.4,,155,,17,39,778,4339,19,0.02,0.01,0.05
385,Tyler Goodson,IND,RB,23,6,1,0,0,0,0,0,13,87,6.69,0,9,6,34,5.67,0,0,0,0,,,12,18.1,18.1,15.1,,95,,22,121,944,5677,37,0.02,0.02,0.00
386,Alec Ingold,MIA,FB,27,17,13,0,0,0,0,0,2,0,0,0,16,13,119,9.15,0,0,0,0,,,12,24.9,27.9,18.4,,96,,18,119,953,6899,57,0.02,0.02,0.00
388,D.J. Montgomery,IND,WR,27,7,0,0,0,0,0,0,0,0,,0,8,3,56,18.67,1,0,0,1,,,12,14.6,14.6,13.1,,157,,8,56,944,5677,37,0.01,0.01,0.03
389,Boston Scott,PHI,RB,28,15,0,0,0,0,0,0,20,86,4.3,0,6,4,52,13,0,1,1,0,,,12,15.8,16.8,13.8,,97,,26,138,869,5600,46,0.03,0.02,0.00
390,Laviska Shenault Jr.,CAR,WR,25,8,0,0,0,0,0,0,12,55,4.58,0,10,10,60,6,0,1,0,0,,,12,21.5,21.5,16.5,,159,,22,115,935,4758,21,0.02,0.02,0.00
391,Cole Turner,WAS,TE,23,12,1,0,0,0,0,0,0,0,,0,15,11,120,10.91,0,0,0,0,,,12,23,26,17.5,,74,,15,120,905,5482,39,0.02,0.02,0.00
392,C.J. Uzomah,NYJ,TE,30,12,8,0,0,0,0,0,0,0,,0,12,8,58,7.25,1,0,0,1,,,12,19.8,19.8,15.8,,75,,12,58,778,4339,19,0.02,0.01,0.05
394,Raheem Blackshear,CAR,RB,24,12,0,0,0,0,0,0,14,46,3.29,0,7,6,45,7.5,0,0,0,0,1,,11,17.1,17.1,14.1,,99,,21,91,935,4758,21,0.02,0.02,0.00
395,Brandon Bolden,LVR,RB,33,17,0,0,0,0,0,0,4,31,7.75,1,0,0,0,,0,0,0,1,1,,11,11.1,11.1,11.1,,100,,4,31,903,5152,31,0.00,0.01,0.03
397,Chris Brooks,MIA,RB,23,9,0,0,0,0,0,0,19,106,5.58,0,0,0,0,,0,0,0,0,,,11,10.6,13.6,10.6,,103,,19,106,953,6899,57,0.02,0.02,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,La'Mical Perine,KAN,RB,25,3,1,0,0,0,0,0,22,77,3.5,0,5,3,33,11,0,0,0,0,,,11,14,14,12.5,,101,,27,110,911,5612,37,0.03,0.02,0.00
400,Patrick Ricard,BAL,FB,29,17,9,0,0,0,0,0,0,0,,0,7,5,52,10.4,1,0,0,1,,,11,16.2,16.2,13.7,,98,,7,52,850,5635,54,0.01,0.01,0.02
401,Robert Tonyan,CHI,TE,29,17,6,0,0,0,0,0,0,0,,0,17,11,112,10.18,0,0,0,0,,,11,22.2,25.2,16.7,,76,,17,112,802,4855,33,0.02,0.02,0.00
402,Emanuel Wilson,GNB,RB,24,7,0,0,0,0,0,0,14,85,6.07,0,5,4,23,5.75,0,1,0,0,,,11,14.8,14.8,12.8,,102,,19,108,945,5859,42,0.02,0.02,0.00
403,Lawrence Cager,NYG,TE,26,11,0,0,0,0,0,0,0,0,,0,5,4,36,9,1,0,0,1,,,10,13.6,13.6,11.6,,77,,5,36,823,4625,25,0.01,0.01,0.04
404,Parris Campbell,NYG,WR,26,12,3,0,0,0,0,0,0,0,,0,27,20,104,5.2,0,0,0,0,,,10,30.4,33.4,20.4,,161,,27,104,823,4625,25,0.03,0.02,0.00
405,J.K. Dobbins,BAL,RB,25,1,1,0,0,0,0,0,8,22,2.75,1,3,2,15,7.5,0,0,0,1,,,10,11.7,11.7,10.7,,105,,11,37,850,5635,54,0.01,0.01,0.02
406,Marquise Goodwin,CLE,WR,33,12,0,0,0,0,0,0,4,33,8.25,0,13,4,67,16.75,0,0,0,0,,,10,14,14,12,,163,,17,100,1023,5659,39,0.02,0.02,0.00
407,Keaontay Ingram,ARI,RB,24,8,1,0,0,0,0,0,35,74,2.11,0,4,4,26,6.5,0,0,0,0,,,10,14,14,12,,104,,39,100,868,5028,31,0.04,0.02,0.00
409,Keith Kirkwood,NOR,WR,29,13,4,0,0,0,0,0,0,0,,0,9,5,37,7.4,1,0,0,1,,,10,14.7,14.7,12.2,,164,,9,37,988,5818,40,0.01,0.01,0.03
410,Hunter Luepke,DAL,RB,23,17,0,0,0,0,0,0,6,19,3.17,1,4,3,18,6,0,0,0,1,,,10,12.7,12.7,11.2,,106,,10,37,1004,6343,50,0.01,0.01,0.02
411,Sterling Shepard,NYG,WR,30,15,2,0,0,0,0,0,1,6,6,0,22,10,57,5.7,1,1,1,1,,,10,20.3,21.3,15.3,,162,,23,63,823,4625,25,0.03,0.01,0.04
412,Brenton Strange,JAX,TE,23,14,4,0,0,0,0,0,0,0,,0,9,5,35,7,1,0,0,1,,,10,14.5,14.5,12,,78,,9,35,977,5652,39,0.01,0.01,0.03
413,Israel Abanikanda,NYJ,RB,21,6,0,0,0,0,0,0,22,70,3.18,0,11,7,43,6.14,0,1,1,0,,,9,16.3,17.3,12.8,,107,,33,113,778,4339,19,0.04,0.03,0.00
414,Nick Bawden,NYJ,FB,27,16,2,0,0,0,0,0,2,4,2,1,3,3,21,7,0,0,0,1,,,9,11.5,11.5,10,,108,,5,25,778,4339,19,0.01,0.01,0.05
415,Richie James,KAN,WR,28,9,1,0,0,0,0,0,0,0,,0,14,10,114,11.4,0,2,1,0,,,9,19.4,23.4,14.4,,165,,14,114,911,5612,37,0.02,0.02,0.00
416,Marcedes Lewis,CHI,TE,39,17,4,0,0,0,0,0,0,0,,0,5,4,29,7.25,1,0,0,1,,,9,12.9,12.9,10.9,,80,,5,29,802,4855,33,0.01,0.01,0.03
417,Quintin Morris,BUF,TE,24,15,0,0,0,0,0,0,0,0,,0,3,2,26,13,1,0,0,1,,,9,10.6,10.6,9.6,,81,,3,26,932,6004,52,0.00,0.00,0.02
418,Geoff Swaim,ARI,TE,30,14,8,0,0,0,0,0,0,0,,0,11,10,94,9.4,0,0,0,0,,,9,19.4,19.4,14.4,,79,,11,94,868,5028,31,0.01,0.02,0.00
419,Brycen Hopkins,LAR,TE,26,15,0,0,0,0,0,0,0,0,,0,7,5,78,15.6,0,0,0,0,,,8,12.8,12.8,10.3,,83,,7,78,953,6064,43,0.01,0.01,0.00
420,Tim Jones,JAX,WR,25,17,2,0,0,0,0,0,0,0,,0,18,11,83,7.55,0,0,0,0,,,8,19.3,19.3,13.8,,166,,18,83,977,5652,39,0.02,0.01,0.00
421,Dare Ogunbowale,HOU,RB,29,12,0,0,0,0,0,0,8,35,4.38,0,7,2,18,9,0,0,0,0,,,8,10.3,10.3,9.3,,109,,15,53,948,5996,39,0.02,0.01,0.00
422,Ben Sims,GNB,TE,23,17,1,0,0,0,0,0,0,0,,0,6,4,21,5.25,1,0,0,1,,,8,12.1,12.1,10.1,,82,,6,21,945,5859,42,0.01,0.00,0.02
423,Samori Toure,GNB,WR,25,11,0,0,0,0,0,0,0,0,,0,18,8,78,9.75,0,1,1,0,1,,8,15.8,16.8,11.8,,167,,18,78,945,5859,42,0.02,0.01,0.00
424,Deuce Vaughn,DAL,RB,22,7,0,0,0,0,0,0,23,40,1.74,0,7,7,40,5.71,0,0,0,0,,,8,15,15,11.5,,110,,30,80,1004,6343,50,0.03,0.01,0.00
425,Trayveon Williams,CIN,RB,26,17,0,0,0,0,0,0,15,69,4.6,0,9,7,10,1.43,0,0,0,0,,,8,14.9,14.9,11.4,,111,,24,79,914,5574,40,0.03,0.01,0.00
426,Blake Bell,KAN,TE,32,17,3,0,0,0,0,0,0,0,,0,9,5,26,5.2,1,1,1,1,,,7,11.6,12.6,9.1,,84,,9,26,911,5612,37,0.01,0.00,0.03
427,Gary Brightwell,NYG,RB,24,7,0,0,0,0,0,0,9,19,2.11,0,7,5,47,9.4,0,0,0,0,,,7,11.6,11.6,9.1,,113,,16,66,823,4625,25,0.02,0.01,0.00
428,Chris Conley,SFO,WR,31,8,0,0,0,0,0,0,0,0,,0,6,3,69,23,0,0,0,0,,,7,9.9,9.9,8.4,,170,,6,69,910,6807,60,0.01,0.01,0.00
429,Josiah Deguara,GNB,TE,26,15,4,0,0,0,0,0,0,0,,0,8,8,65,8.13,0,0,0,0,,,7,14.5,14.5,10.5,,85,,8,65,945,5859,42,0.01,0.01,0.00
430,Simi Fehoko,LAC,WR,26,6,0,0,0,0,0,0,0,0,,0,2,1,9,9,1,0,0,1,,,7,7.9,7.9,7.4,,171,,2,9,1035,5806,38,0.00,0.00,0.03
431,Eric Gray,NYG,RB,24,13,0,0,0,0,0,0,17,48,2.82,0,7,6,22,3.67,0,3,0,0,,,7,13,13,10,,112,,24,70,823,4625,25,0.03,0.02,0.00
432,Tyler Johnson,LAR,WR,25,1,0,0,0,0,0,0,0,0,,0,3,2,8,4,1,0,0,1,,,7,8.8,8.8,7.8,,172,,3,8,953,6064,43,0.00,0.00,0.02
433,Velus Jones Jr.,CHI,WR,26,14,0,0,0,0,0,0,8,51,6.38,0,7,4,20,5,0,0,0,0,,,7,11.1,11.1,9.1,,168,,15,71,802,4855,33,0.02,0.01,0.00
435,Tylan Wallace,BAL,WR,24,11,0,0,0,0,0,0,0,0,,0,2,1,11,11,0,0,0,1,,,7,8.1,8.1,7.6,,169,,2,11,850,5635,54,0.00,0.00,0.02
436,Jalen Brooks,DAL,WR,23,7,0,0,0,0,0,0,0,0,,0,6,6,64,10.67,0,0,0,0,,,6,12.4,12.4,9.4,,173,,6,64,1004,6343,50,0.01,0.01,0.00
437,DeAndre Carter,LVR,WR,30,17,1,0,0,0,0,0,3,18,6,0,7,4,39,9.75,0,2,0,0,,,6,9.7,9.7,7.7,,176,,10,57,903,5152,31,0.01,0.01,0.00
438,Payne Durham,TAM,TE,23,13,2,0,0,0,0,0,0,0,,0,7,5,58,11.6,0,0,0,0,,,6,10.8,10.8,8.3,,88,,7,58,924,5404,36,0.01,0.01,0.00
440,Rakim Jarrett,TAM,WR,22,10,0,0,0,0,0,0,1,0,0,0,9,4,60,15,0,0,0,0,,,6,10,10,8,,175,,10,60,924,5404,36,0.01,0.01,0.00
441,Ko Kieft,TAM,TE,25,16,6,0,0,0,0,0,0,0,,0,5,1,2,2,1,0,0,1,,,6,7.2,7.2,6.7,,86,,5,2,924,5404,36,0.01,0.00,0.03
442,Isaiah McKenzie,IND,WR,28,13,2,0,0,0,0,0,3,14,4.67,0,14,11,82,7.45,0,3,2,0,,,6,16.6,18.6,11.1,,177,,17,96,944,5677,37,0.02,0.02,0.00
443,Equanimeous St. Brown,CHI,WR,27,7,2,0,0,0,0,0,0,0,,0,6,5,62,12.4,0,0,0,0,,,6,11.2,11.2,8.7,,174,,6,62,802,4855,33,0.01,0.01,0.00
444,Ian Thomas,CAR,TE,27,12,5,0,0,0,0,0,0,0,,0,9,5,56,11.2,0,0,0,0,,,6,10.6,10.6,8.1,,89,,9,56,935,4758,21,0.01,0.01,0.00
445,Darnell Washington,PIT,TE,22,17,7,0,0,0,0,0,0,0,,0,10,7,61,8.71,0,0,0,0,,,6,13.1,13.1,9.6,,87,,10,61,900,5315,29,0.01,0.01,0.00
446,Mitchell Wilcox,CIN,TE,27,17,4,0,0,0,0,0,0,0,,0,12,9,56,6.22,0,0,0,0,,,6,14.6,14.6,10.1,,90,,12,56,914,5574,40,0.01,0.01,0.00
447,Damien Williams,ARI,RB,31,3,0,0,0,0,0,0,11,43,3.91,0,2,2,12,6,0,0,0,0,,,6,7.5,7.5,6.5,,114,,13,55,868,5028,31,0.01,0.01,0.00
449,Ty Montgomery,NWE,WR,30,13,0,0,0,0,0,0,3,9,3,0,12,5,40,8,0,0,0,0,,,5,9.9,9.9,7.4,,179,,15,49,913,4837,26,0.02,0.01,0.00
450,Justyn Ross,KAN,WR,24,10,1,0,0,0,0,0,0,0,,0,11,6,53,8.83,0,0,0,0,,,5,11.3,11.3,8.3,,178,,11,53,911,5612,37,0.01,0.01,0.00
452,Mike Strachan,CAR,WR,26,4,1,0,0,0,0,0,0,0,,0,3,1,45,45,0,0,0,0,,,5,5.5,5.5,5,,180,,3,45,935,4758,21,0.00,0.01,0.00
453,Michael Burton,DEN,FB,31,17,3,0,0,0,0,0,7,9,1.29,0,3,3,8,2.67,0,0,0,0,1,,4,6.7,6.7,5.2,,118,,10,17,836,5027,37,0.01,0.00,0.00
454,Grant Calcaterra,PHI,TE,25,15,1,0,0,0,0,0,0,0,,0,4,4,39,9.75,0,0,0,0,,,4,7.9,7.9,5.9,,91,,4,39,869,5600,46,0.00,0.01,0.00
455,Elijah Cooks,JAX,WR,25,9,0,0,0,0,0,0,0,0,,0,4,3,38,12.67,0,0,0,0,,,4,6.8,6.8,5.3,,182,,4,38,977,5652,39,0.00,0.01,0.00
456,Britain Covey,PHI,WR,26,16,0,0,0,0,0,0,0,0,,0,6,4,42,10.5,0,2,0,0,,,4,8.2,8.2,6.2,,181,,6,42,869,5600,46,0.01,0.01,0.00
457,Leonard Fournette,BUF,RB,28,2,0,0,0,0,0,0,12,40,3.33,0,0,0,0,,0,0,0,0,,,4,4,4,4,,116,,12,40,932,6004,52,0.01,0.01,0.00
458,Peyton Hendershot,DAL,TE,24,8,1,0,0,0,0,0,1,0,0,0,7,4,38,9.5,0,0,0,0,,,4,7.8,7.8,5.8,,92,,8,38,1004,6343,50,0.01,0.01,0.00
459,Rashaad Penny,PHI,RB,27,3,0,0,0,0,0,0,11,33,3,0,1,1,5,5,0,0,0,0,,,4,4.8,4.8,4.3,,117,,12,38,869,5600,46,0.01,0.01,0.00
460,Jack Stoll,PHI,TE,25,17,10,0,0,0,0,0,0,0,,0,8,5,38,7.6,0,0,0,0,,,4,8.8,8.8,6.3,,93,,8,38,869,5600,46,0.01,0.01,0.00
461,Ke'Shawn Vaughn,TAM,RB,26,6,0,0,0,0,0,0,24,42,1.75,0,5,2,2,1,0,0,0,0,,,4,6.4,6.4,5.4,,115,,29,44,924,5404,36,0.03,0.01,0.00
462,Khari Blasingame,CHI,FB,27,16,2,0,0,0,0,0,8,26,3.25,0,6,3,2,0.67,0,0,0,0,,,3,5.8,5.8,4.3,,122,,14,28,802,4855,33,0.02,0.01,0.00
463,Keelan Doss,LAC,WR,27,5,0,0,0,0,0,0,0,0,,0,13,6,33,5.5,0,0,0,0,,,3,9.3,9.3,6.3,,183,,13,33,1035,5806,38,0.01,0.01,0.00
464,Greg Dulcich,DEN,TE,23,2,1,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,0,0,0,,,3,5.5,5.5,4,,99,,4,25,836,5027,37,0.00,0.00,0.00
465,Devin Duvernay,BAL,WR,26,13,1,0,0,0,0,0,4,15,3.75,0,9,4,18,4.5,0,0,0,0,,,3,7.3,7.3,5.3,,184,,13,33,850,5635,54,0.02,0.01,0.00
466,Derrick Gore,WAS,RB,29,6,0,0,0,0,0,0,3,26,8.67,0,0,0,0,,0,0,0,0,,,3,2.6,2.6,2.6,,123,,3,26,905,5482,39,0.00,0.00,0.00
467,C.J. Ham,MIN,FB,30,17,5,0,0,0,0,0,1,7,7,0,9,7,25,3.57,0,0,0,0,,,3,10.2,10.2,6.7,,120,,10,32,889,5818,33,0.01,0.01,0.00
468,Julian Hill,MIA,TE,23,15,4,0,0,0,0,0,0,0,,0,9,6,48,8,0,1,1,0,,,3,8.8,9.8,5.8,,96,,9,48,953,6899,57,0.01,0.01,0.00
469,Trishton Jackson,MIN,WR,25,7,0,0,0,0,0,0,0,0,,0,4,2,9,4.5,0,0,0,0,1,,3,4.9,4.9,3.9,,185,,4,9,889,5818,33,0.00,0.00,0.00
470,James Mitchell,DET,TE,24,15,1,0,0,0,0,0,0,0,,0,2,2,28,14,0,0,0,0,,,3,4.8,4.8,3.8,,97,,2,28,1025,6794,57,0.00,0.00,0.00
471,Jalen Nailor,MIN,WR,24,6,1,0,0,0,0,0,0,0,,0,6,3,29,9.67,0,0,0,0,,,3,5.9,5.9,4.4,,186,,6,29,889,5818,33,0.01,0.00,0.00
472,Teagan Quitoriano,HOU,TE,23,7,5,0,0,0,0,0,0,0,,0,3,2,33,16.5,0,0,0,0,,,3,5.3,5.3,4.3,,94,,3,33,948,5996,39,0.00,0.01,0.00
474,Steven Sims,HOU,WR,26,3,0,0,0,0,0,0,1,1,1,0,3,3,25,8.33,0,0,0,0,,,3,5.6,5.6,4.1,,187,,4,26,948,5996,39,0.00,0.00,0.00
475,Keith Smith,ATL,FB,31,13,6,0,0,0,0,0,0,0,,0,3,3,33,11,0,0,0,0,,,3,6.3,6.3,4.8,,119,,3,33,930,5516,31,0.00,0.01,0.00
476,Sean Tucker,TAM,RB,22,11,0,0,0,0,0,0,15,23,1.53,0,2,2,9,4.5,0,0,0,0,,,3,5.2,5.2,4.2,,121,,17,32,924,5404,36,0.02,0.01,0.00
478,Charlie Woerner,SFO,TE,26,17,2,0,0,0,0,0,0,0,,0,3,3,32,10.67,0,0,0,0,,,3,6.2,6.2,4.7,,95,,3,32,910,6807,60,0.00,0.00,0.00
479,Kenny Yeboah,NYJ,TE,25,5,1,0,0,0,0,0,0,0,,0,4,2,28,14,0,0,0,0,,,3,4.8,4.8,3.8,,98,,4,28,778,4339,19,0.01,0.01,0.00
480,Nate Adkins,DEN,TE,24,10,1,0,0,0,0,0,0,0,,0,5,4,22,5.5,0,0,0,0,,,2,6.2,6.2,4.2,,100,,5,22,836,5027,37,0.01,0.00,0.00
481,Kayshon Boutte,NWE,WR,21,5,0,0,0,0,0,0,0,0,,0,7,2,19,9.5,0,0,0,0,,,2,3.9,3.9,2.9,,190,,7,19,913,4837,26,0.01,0.00,0.00
482,Miles Boykin,PIT,WR,27,17,0,0,0,0,0,0,0,0,,0,4,3,17,5.67,0,0,0,0,,,2,4.7,4.7,3.2,,192,,4,17,900,5315,29,0.00,0.00,0.00
483,DeeJay Dallas,SEA,RB,25,17,0,0,0,0,0,0,10,36,3.6,0,9,6,26,4.33,0,2,2,0,,,2,8.2,10.2,5.2,,124,,19,62,886,5580,34,0.02,0.01,0.00
484,Tyrion Davis-Price,SFO,RB,23,1,0,0,0,0,0,0,6,21,3.5,0,0,0,0,,0,0,0,0,,,2,2.1,2.1,2.1,,126,,6,21,910,6807,60,0.01,0.00,0.00
485,Elijah Dotson,LAC,RB,24,4,0,0,0,0,0,0,4,6,1.5,0,2,2,13,6.5,0,0,0,0,,,2,3.9,3.9,2.9,,128,,6,19,1035,5806,38,0.01,0.00,0.00
486,Zach Evans,LAR,RB,22,10,0,0,0,0,0,0,9,19,2.11,0,0,0,0,,0,0,0,0,,,2,1.9,1.9,1.9,,129,,9,19,953,6064,43,0.01,0.00,0.00
487,Erik Ezukanma,MIA,WR,23,2,0,0,0,0,0,0,5,22,4.4,0,1,0,0,,0,0,0,0,,,2,2.2,2.2,2.2,,188,,6,22,953,6899,57,0.01,0.00,0.00
488,Jake Funk,IND,RB,25,4,0,0,0,0,0,0,2,10,5,0,1,1,12,12,0,0,0,0,,,2,3.2,3.2,2.7,,125,,3,22,944,5677,37,0.00,0.00,0.00
490,Marvin Jones,DET,WR,33,6,4,0,0,0,0,0,0,0,,0,10,5,35,7,0,1,1,0,,,2,6.5,7.5,4,,194,,10,35,1025,6794,57,0.01,0.01,0.00
491,Zonovan Knight,DET,RB,22,2,0,0,0,0,0,0,3,13,4.33,0,1,1,8,8,0,0,0,0,,,2,3.1,3.1,2.6,,127,,4,21,1025,6794,57,0.00,0.00,0.00
492,Chris Manhertz,DEN,TE,31,16,4,0,0,0,0,0,0,0,,0,4,2,16,8,0,0,0,0,,,2,3.6,3.6,2.6,,103,,4,16,836,5027,37,0.00,0.00,0.00
493,Nick Muse,MIN,TE,25,2,0,0,0,0,0,0,0,0,,0,1,1,22,22,0,0,0,0,,,2,3.2,3.2,2.7,,101,,1,22,889,5818,33,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Zach Pascal,ARI,WR,29,14,1,0,0,0,0,0,0,0,,0,15,4,19,4.75,0,0,0,0,,,2,5.9,5.9,3.9,,191,,15,19,868,5028,31,0.02,0.00,0.00
496,Laquon Treadwell,BAL,WR,28,5,1,0,0,0,0,0,0,0,,0,3,1,16,16,0,0,0,0,,,2,2.6,2.6,2.1,,193,,3,16,850,5635,54,0.00,0.00,0.00
497,Trevon Wesco,TEN,TE,28,15,10,0,0,0,0,0,0,0,,0,3,1,21,21,0,0,0,0,,,2,3.1,3.1,2.6,,102,,3,21,868,5210,29,0.00,0.00,0.00
499,Alex Armah,WAS,RB,29,8,0,0,0,0,0,0,0,0,,0,3,3,13,4.33,0,0,0,0,,,1,4.3,4.3,2.8,,130,,3,13,905,5482,39,0.00,0.00,0.00
501,Jashaun Corbin,NYG,RB,23,6,0,0,0,0,0,0,1,1,1,0,3,3,12,4,0,0,0,0,,,1,4.3,4.3,2.8,,131,,4,13,823,4625,25,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,Ross Dwelley,SFO,TE,28,12,0,0,0,0,0,0,0,0,,0,2,1,12,12,0,0,0,0,,,1,2.2,2.2,1.7,,104,,2,12,910,6807,60,0.00,0.00,0.00
504,D'Wayne Eskridge,SEA,WR,26,4,0,0,0,0,0,0,2,5,2.5,0,1,0,0,,0,0,0,0,,,1,0.5,0.5,0.5,,201,,3,5,886,5580,34,0.00,0.00,0.00
505,Chris Evans,CIN,RB,26,8,0,0,0,0,0,0,2,12,6,0,1,1,-1,-1,0,0,0,0,,,1,2.1,2.1,1.6,,136,,3,11,914,5574,40,0.00,0.00,0.00
506,Tucker Fisk,ATL,TE,24,6,2,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,,,1,1.9,1.9,1.4,,107,,1,9,930,5516,31,0.00,0.00,0.00
507,John FitzPatrick,ATL,TE,23,9,0,0,0,0,0,0,0,0,,0,1,1,12,12,0,0,0,0,,,1,2.2,2.2,1.7,,105,,1,12,930,5516,31,0.00,0.00,0.00
508,Cole Fotheringham,LVR,TE,26,2,0,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,108,,1,6,903,5152,31,0.00,0.00,0.00
509,Evan Hull,IND,RB,23,1,0,0,0,0,0,0,1,1,1,0,1,1,6,6,0,0,0,0,,,1,1.7,1.7,1.2,,139,,2,7,944,5677,37,0.00,0.00,0.00
510,Collin Johnson,CHI,WR,26,3,0,0,0,0,0,0,0,0,,0,1,1,11,11,0,0,0,0,,,1,2.1,2.1,1.6,,197,,1,11,802,4855,33,0.00,0.00,0.00
511,Jakob Johnson,LVR,FB,29,13,5,0,0,0,0,0,0,0,,0,2,1,12,12,0,0,0,0,,,1,2.2,2.2,1.7,,134,,2,12,903,5152,31,0.00,0.00,0.00
512,Mason Kinsey,TEN,WR,25,6,0,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,200,,1,6,868,5210,29,0.00,0.00,0.00
514,Anthony McFarland Jr.,PIT,RB,25,3,0,0,0,0,0,0,0,0,,0,2,2,11,5.5,0,0,0,0,,,1,3.1,3.1,2.1,,137,,2,11,900,5315,29,0.00,0.00,0.00
515,Kene Nwangwu,MIN,RB,25,9,0,0,0,0,0,0,5,13,2.6,0,0,0,0,,0,0,0,0,,,1,1.3,1.3,1.3,,132,,5,13,889,5818,33,0.01,0.00,0.00
516,Devine Ozigbo,DET,RB,27,3,0,0,0,0,0,0,3,5,1.67,0,1,1,8,8,0,0,0,0,,,1,2.3,2.3,1.8,,133,,4,13,1025,6794,57,0.00,0.00,0.00
517,Kevin Rader,TEN,TE,28,14,0,0,0,0,0,0,0,0,,0,3,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,109,,3,6,868,5210,29,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Willie Snead,SFO,WR,31,4,0,0,0,0,0,0,0,0,,0,3,2,14,7,0,0,0,0,,,1,3.4,3.4,2.4,,195,,3,14,910,6807,60,0.00,0.00,0.00
520,Malik Taylor,NYJ,WR,28,3,0,0,0,0,0,0,0,0,,0,4,2,13,6.5,0,0,0,0,,,1,3.3,3.3,2.3,,196,,4,13,778,4339,19,0.01,0.00,0.00
521,Cody Thompson,SEA,WR,27,7,0,0,0,0,0,0,0,0,,0,1,1,10,10,0,0,0,0,,,1,2,2,1.5,,198,,1,10,886,5580,34,0.00,0.00,0.00
522,Austin Trammell,LAR,WR,25,16,0,0,0,0,0,0,0,0,,0,7,4,29,7.25,0,3,1,0,,,1,4.9,5.9,2.9,,199,,7,29,953,6064,43,0.01,0.00,0.00
523,Jonathan Ward,TEN,RB,26,7,0,0,0,0,0,0,3,11,3.67,0,0,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,138,,3,11,868,5210,29,0.00,0.00,0.00
