Rk,Player,Tm,FantPos,Age,G,GS,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Y/A,Rush_TD,Tgt,Rec,Yds,Y/R,Receiving_TD,Fmb,FL,Total_TD,2:00 PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Player_Touches,Player Yards,Team Tuches,Team Yard,Team TD,% of Team Touch,% of Team Yard,% of Team TD
51,Jerry Jeudy,CLE,WR,25,17,16,0,0,0,0,0,0,0,,0,145,90,1229,13.66,4,0,0,4,2,,151,240.9,243.9,195.9,20,15,51,145,1229,885,4859,25,0.16,0.25,0.16
50,Jaxon Smith-Njigba,SEA,WR,22,17,16,1,1,35,0,0,5,26,5.2,0,137,100,1130,11.3,6,1,0,6,,,153,253,256,203,22,14,50,142,1156,890,5693,38,0.16,0.20,0.16
69,Calvin Ridley,TEN,WR,30,17,14,0,0,0,0,0,8,55,6.88,1,120,64,1017,15.89,4,1,1,5,,,135,199.2,203.2,167.2,5,25,69,128,1072,860,5009,32,0.15,0.21,0.16
72,DeVonta Smith,PHI,WR,26,13,13,0,0,0,0,0,1,1,1,0,89,68,833,12.25,8,0,0,8,,,131,199.4,202.4,165.4,2,28,72,90,834,871,5911,53,0.10,0.14,0.15
70,Jauan Jennings,SFO,WR,27,15,10,0,0,0,0,0,0,0,,0,113,77,975,12.66,6,1,0,6,,,134,210.5,213.5,172,4,27,70,113,975,888,6233,40,0.13,0.16,0.15
138,Marvin Mims,DEN,WR,22,17,2,0,0,0,0,0,13,42,3.23,0,52,39,503,12.9,6,1,0,6,,,91,129.5,132.5,110,,52,,65,545,882,5068,41,0.07,0.11,0.15
175,Jalen Nailor,MIN,WR,25,17,7,0,0,0,0,0,3,-4,-1.33,0,42,28,414,14.79,6,1,1,6,,,75,103,107,89,,69,,45,410,829,5675,41,0.05,0.07,0.15
73,Jakobi Meyers,LVR,WR,28,15,15,0,0,0,0,0,2,23,11.5,0,129,87,1027,11.8,4,0,0,4,1,,131,218,221,174.5,1,29,73,131,1050,887,5099,28,0.15,0.21,0.14
158,Tre Tucker,LVR,WR,23,17,14,0,0,0,0,0,9,44,4.89,1,81,47,539,11.47,3,0,0,4,,,82,129.3,132.3,105.8,,61,,90,583,887,5099,28,0.10,0.11,0.14
99,Rashod Bateman,BAL,WR,25,17,14,0,0,0,0,0,0,0,,0,72,45,756,16.8,9,0,0,9,,,130,174.6,177.6,152.1,,30,,72,756,863,6456,63,0.08,0.12,0.14
153,Calvin Austin III,PIT,WR,25,17,8,0,0,0,0,0,0,0,,0,58,36,548,15.22,4,1,1,5,,,83,118.8,122.8,100.8,,59,,58,548,874,5199,35,0.07,0.11,0.14
124,Jalen McMillan,TAM,WR,23,13,12,0,0,0,0,0,4,43,10.75,0,58,37,461,12.46,8,0,0,8,,,98,135.4,138.4,116.9,,45,,62,504,980,6660,57,0.06,0.08,0.14
61,Jayden Reed,GNB,WR,24,17,10,0,0,0,0,0,20,163,8.15,1,75,55,857,15.58,6,3,1,7,,,142,197,204,169.5,12,21,61,95,1020,943,6212,51,0.10,0.16,0.14
134,Adam Thielen,CAR,WR,34,10,10,0,0,0,0,0,0,0,,0,62,48,615,12.81,5,0,0,5,,,92,139.5,142.5,115.5,,49,,62,615,782,4517,37,0.08,0.14,0.14
55,A.J. Brown,PHI,WR,27,13,13,0,0,0,0,0,0,0,,0,97,67,1079,16.1,7,0,0,7,,,150,216.9,219.9,183.4,19,17,55,97,1079,871,5911,53,0.11,0.18,0.13
103,D.K. Metcalf,SEA,WR,27,15,12,0,0,0,0,0,0,0,,0,108,66,992,15.03,5,2,2,5,,,125,191.2,196.2,158.2,,34,,108,992,890,5693,38,0.12,0.17,0.13
181,KaVontae Turpin,DAL,WR,28,17,2,0,0,0,0,0,16,92,5.75,0,52,31,420,13.55,2,3,1,4,,,73,104.2,108.2,88.7,,71,,68,512,982,5634,31,0.07,0.09,0.13
111,Josh Downs,IND,WR,23,14,8,0,0,0,0,0,1,12,12,0,107,72,803,11.15,5,0,0,5,,,112,183.5,186.5,147.5,,38,,108,815,892,5406,40,0.12,0.15,0.13
100,Darnell Mooney,ATL,WR,27,16,16,0,1,0,0,0,0,0,,0,106,64,992,15.5,5,0,0,5,,,129,193.2,196.2,161.2,,31,,106,992,1004,6491,40,0.11,0.15,0.13
174,Stefon Diggs,HOU,WR,31,8,8,1,1,13,0,0,3,8,2.67,1,64,47,496,10.55,3,0,0,4,,,75,121.9,124.9,98.4,,70,,67,504,871,5440,33,0.08,0.09,0.12
195,Parker Washington,JAX,WR,22,17,7,0,0,0,0,0,0,0,,0,51,32,390,12.19,3,2,0,4,1,,65,97,100,81,,80,,51,390,877,5229,33,0.06,0.07,0.12
206,Rashid Shaheed,NOR,WR,26,6,5,0,0,0,0,0,6,29,4.83,0,41,20,349,17.45,3,1,1,4,,,60,79.8,83.8,69.8,,84,,47,378,873,5046,33,0.05,0.07,0.12
226,Cedric Tillman,CLE,WR,24,11,6,0,0,0,0,0,1,-5,-5,0,49,29,339,11.69,3,1,1,3,1,,51,80.4,84.4,65.9,,90,,50,334,885,4859,25,0.06,0.07,0.12
48,Jameson Williams,DET,WR,23,15,11,0,0,0,0,0,11,61,5.55,1,91,58,1001,17.26,7,0,0,8,,,154,212.2,215.2,183.2,23,13,48,102,1062,1008,7125,68,0.10,0.15,0.12
155,Demario Douglas,NWE,WR,24,17,7,0,0,0,0,0,3,16,5.33,0,87,66,621,9.41,3,1,0,3,,,82,147.7,150.7,114.7,,62,,90,637,845,4727,27,0.11,0.13,0.11
162,Kayshon Boutte,NWE,WR,22,15,13,0,0,0,0,0,0,0,,0,68,43,589,13.7,3,0,0,3,1,,79,121.9,124.9,100.4,,63,,68,589,845,4727,27,0.08,0.12,0.11
150,Andrei Iosivas,CIN,WR,25,17,8,0,0,0,0,0,0,0,,0,61,36,479,13.31,6,0,0,6,,,84,119.9,122.9,101.9,,58,,61,479,926,6156,54,0.07,0.08,0.11
101,Puka Nacua,LAR,WR,23,11,11,0,0,0,0,0,11,46,4.18,1,106,79,990,12.53,3,0,0,4,,,128,206.6,209.6,167.1,,33,,117,1036,959,5815,37,0.12,0.18,0.11
171,Xavier Legette,CAR,WR,23,16,13,0,0,0,0,0,6,24,4,0,84,49,497,10.14,4,0,0,4,,,76,125.1,128.1,100.6,,68,,90,521,782,4517,37,0.12,0.12,0.11
140,Wan'Dale Robinson,NYG,WR,23,17,7,0,0,0,0,0,3,18,6,0,140,93,699,7.52,3,0,0,3,,,90,182.7,185.7,136.2,,53,,143,717,883,4865,29,0.16,0.15,0.10
119,Deebo Samuel,SFO,WR,28,15,15,0,0,0,0,0,42,136,3.24,1,81,51,670,13.14,3,2,1,4,,,103,153.6,160.6,128.1,,44,,123,806,888,6233,40,0.14,0.13,0.10
183,Dontayvion Wicks,GNB,WR,23,17,5,0,0,0,0,0,0,0,,0,76,39,415,10.64,5,0,0,5,,,72,110.5,113.5,91,,73,,76,415,943,6212,51,0.08,0.07,0.10
168,Michael Wilson,ARI,WR,24,16,13,0,0,0,0,0,1,7,7,0,71,47,548,11.66,4,1,1,4,,,78,124.5,128.5,101,,66,,72,555,899,5742,41,0.08,0.10,0.10
237,Brandin Cooks,DAL,WR,31,10,9,0,0,0,0,0,3,-3,-1,0,54,26,259,9.96,3,0,0,3,,,44,69.6,72.6,56.6,,95,,57,256,982,5634,31,0.06,0.05,0.10
139,Rome Odunze,CHI,WR,22,17,12,0,0,0,0,0,3,15,5,0,101,54,734,13.59,3,2,1,3,,,91,144.9,148.9,117.9,,51,,104,749,853,4760,32,0.12,0.16,0.09
141,Tank Dell,HOU,WR,25,14,10,0,0,0,0,0,9,43,4.78,0,81,51,667,13.08,3,0,0,3,,,89,140,143,114.5,,54,,90,710,871,5440,33,0.10,0.13,0.09
143,Chris Godwin,TAM,WR,28,7,7,0,0,0,0,0,1,2,2,0,62,50,576,11.52,5,1,0,5,,,88,137.8,140.8,112.8,,56,,63,578,980,6660,57,0.06,0.09,0.09
116,George Pickens,PIT,WR,23,14,12,0,0,0,0,0,2,-6,-3,0,103,59,900,15.25,3,1,1,3,,,105,164.4,168.4,134.9,,41,,105,894,874,5199,35,0.12,0.17,0.09
187,Mack Hollins,BUF,WR,31,17,13,0,0,0,0,0,0,0,,0,50,31,378,12.19,5,0,0,5,,,68,98.8,101.8,83.3,,76,,50,378,826,5306,60,0.06,0.07,0.08
218,David Moore,CAR,WR,29,17,5,0,0,0,0,0,1,0,0,0,57,32,351,10.97,3,0,0,3,,,53,85.1,88.1,69.1,,89,,58,351,782,4517,37,0.07,0.08,0.08
144,Romeo Doubs,GNB,WR,24,13,12,0,0,0,0,0,0,0,,0,72,46,601,13.07,4,0,0,4,1,,86,132.1,135.1,109.1,,57,,72,601,943,6212,51,0.08,0.10,0.08
127,Michael Pittman Jr.,IND,WR,27,16,14,0,0,0,0,0,0,0,,0,111,69,808,11.71,3,1,1,3,,,97,165.8,169.8,131.3,,46,,111,808,892,5406,40,0.12,0.15,0.08
197,Ricky Pearsall,SFO,WR,24,11,4,0,1,0,0,0,3,45,15,0,46,31,400,12.9,3,0,0,3,,,63,93.5,96.5,78,,81,,49,445,888,6233,40,0.06,0.07,0.08
322,Ja'Lynn Polk,NWE,WR,22,15,7,0,0,0,0,0,1,0,0,0,33,12,87,7.25,2,0,0,2,,,21,32.7,32.7,26.7,,128,,34,87,845,4727,27,0.04,0.02,0.07
193,Devaughn Vele,DEN,WR,27,13,7,0,0,0,0,0,0,0,,0,55,41,475,11.59,3,0,0,3,,,66,106.5,109.5,86,,79,,55,475,882,5068,41,0.06,0.09,0.07
217,Greg Dortch,ARI,WR,26,17,4,0,0,0,0,0,5,31,6.2,0,50,37,342,9.24,3,3,1,3,,,53,90.3,94.3,71.8,,88,,55,373,899,5742,41,0.06,0.06,0.07
282,DJ Turner,LVR,WR,27,12,6,0,0,0,0,0,5,33,6.6,1,29,16,158,9.88,1,1,0,2,,,31,47.1,50.1,39.1,,113,,34,191,887,5099,28,0.04,0.04,0.07
186,Darius Slayton,NYG,WR,27,16,13,0,0,0,0,0,2,17,8.5,0,71,39,573,14.69,2,1,0,2,,,71,110,113,90.5,,74,,73,590,883,4865,29,0.08,0.12,0.07
114,Khalil Shakir,BUF,WR,24,15,9,0,0,0,0,0,2,4,2,0,100,76,821,10.8,4,1,0,4,,,107,182.5,185.5,144.5,,40,,102,825,826,5306,60,0.12,0.16,0.07
154,Keon Coleman,BUF,WR,21,13,12,0,0,0,0,0,1,9,9,0,57,29,556,19.17,4,0,0,4,1,,83,111.5,114.5,97,,60,,58,565,826,5306,60,0.07,0.11,0.07
67,Zay Flowers,BAL,WR,24,17,15,0,0,0,0,0,9,56,6.22,0,116,74,1059,14.31,4,0,0,4,,,136,209.5,212.5,172.5,6,24,67,125,1115,863,6456,63,0.14,0.17,0.06
268,Gabriel Davis,JAX,WR,25,10,9,0,0,0,0,0,0,0,,0,42,20,239,11.95,2,1,1,2,,,34,53.9,57.9,43.9,,109,,42,239,877,5229,33,0.05,0.05,0.06
135,Jaylen Waddle,MIA,WR,26,15,15,0,0,0,0,0,4,12,3,0,83,58,744,12.83,2,0,0,2,2,,92,149.6,152.6,120.6,,48,,87,756,963,5633,34,0.09,0.13,0.06
247,Van Jefferson,PIT,WR,28,17,12,0,0,0,0,0,0,0,,0,40,24,276,11.5,2,0,0,2,,,40,63.6,66.6,51.6,,98,,40,276,874,5199,35,0.05,0.05,0.06
190,Olamide Zaccheaus,WAS,WR,27,17,6,0,0,0,0,0,1,8,8,0,64,45,506,11.24,3,3,1,3,,,67,112.4,116.4,89.9,,77,,65,514,862,5569,53,0.08,0.09,0.06
246,Justin Watson,KAN,WR,28,17,7,0,0,0,0,0,0,0,,0,32,22,289,13.14,2,0,0,2,,,41,62.9,65.9,51.9,,97,,32,289,1033,6141,44,0.03,0.05,0.05
245,Rashee Rice,KAN,WR,24,4,4,0,0,0,0,0,1,1,1,0,29,24,288,12,2,0,0,2,,,41,64.9,67.9,52.9,,96,,30,289,1033,6141,44,0.03,0.05,0.05
267,JuJu Smith-Schuster,KAN,WR,28,14,8,0,0,0,0,0,0,0,,0,26,18,231,12.83,2,0,0,2,,,35,53.1,56.1,44.1,,108,,26,231,1033,6141,44,0.03,0.04,0.05
200,Jalen Coker,CAR,WR,23,11,4,1,1,19,0,0,0,0,,0,46,32,478,14.94,2,0,0,2,,,61,92.6,95.6,76.6,,82,,46,478,782,4517,37,0.06,0.11,0.05
182,Tyler Lockett,SEA,WR,32,17,14,0,0,0,0,0,0,0,,0,74,49,600,12.24,2,0,0,2,,,72,121,124,96.5,,72,,74,600,890,5693,38,0.08,0.11,0.05
294,Derius Davis,LAC,WR,24,15,2,0,0,0,0,0,12,39,3.25,0,17,13,112,8.62,2,3,0,2,,,27,40.1,43.1,33.6,,118,,29,151,877,5429,40,0.03,0.03,0.05
301,KhaDarel Hodge,ATL,WR,29,17,2,0,0,0,0,0,0,0,,0,12,7,131,18.71,1,0,0,2,,,25,32.1,35.1,28.6,,121,,12,131,1004,6491,40,0.01,0.02,0.05
252,Troy Franklin,DEN,WR,21,16,6,0,0,0,0,0,2,8,4,0,53,28,263,9.39,2,0,0,2,,,39,67.1,70.1,53.1,,101,,55,271,882,5068,41,0.06,0.05,0.05
210,Tim Patrick,DET,WR,31,16,9,0,0,0,0,0,0,0,,0,44,33,394,11.94,3,0,0,3,1,,59,92.4,95.4,75.9,,85,,44,394,1008,7125,68,0.04,0.06,0.04
248,Kalif Raymond,DET,WR,30,12,2,0,0,0,0,0,2,0,0,0,22,17,215,12.65,2,0,0,3,,,40,56.5,59.5,48,,99,,24,215,1008,7125,68,0.02,0.03,0.04
205,Elijah Moore,CLE,WR,24,17,13,0,0,0,0,0,1,1,1,0,102,61,538,8.82,1,0,0,1,,,60,120.9,123.9,90.4,,83,,103,539,885,4859,25,0.12,0.11,0.04
173,Christian Watson,GNB,WR,25,15,15,0,0,0,0,0,4,23,5.75,0,53,29,620,21.38,2,1,1,2,1,,76,105.3,109.3,90.8,,67,,57,643,943,6212,51,0.06,0.10,0.04
315,Malik Heath,GNB,WR,24,13,1,0,0,0,0,0,0,0,,0,13,10,97,9.7,2,0,0,2,,,22,31.7,31.7,26.7,,126,,13,97,943,6212,51,0.01,0.02,0.04
342,Jamison Crowder,WAS,WR,31,6,1,0,0,0,0,0,0,0,,0,13,9,72,8,2,2,1,2,,,17,26.2,27.2,21.7,,132,,13,72,862,5569,53,0.02,0.01,0.04
257,Kendrick Bourne,NWE,WR,29,12,9,0,1,0,0,0,1,6,6,0,38,28,305,10.89,1,0,0,1,,,37,65.1,68.1,51.1,,104,,39,311,845,4727,27,0.05,0.07,0.04
409,Kristian Wilkerson,LVR,WR,27,3,0,0,0,0,0,0,0,0,,0,3,2,18,9,1,0,0,1,,,8,9.8,9.8,8.8,,159,,3,18,887,5099,28,0.00,0.00,0.04
302,Ryan Miller,TAM,WR,24,11,3,0,0,0,0,0,0,0,,0,20,12,128,10.67,2,0,0,2,,,25,36.8,39.8,30.8,,122,,20,128,980,6660,57,0.02,0.02,0.04
432,Ihmir Smith-Marsette,NYG,WR,25,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,1,,,6,6,6,6,,169,,0,0,883,4865,29,0.00,0.00,0.03
306,Jalen Brooks,DAL,WR,24,14,1,0,0,0,0,0,0,0,,0,30,12,177,14.75,1,0,0,1,,,24,35.7,38.7,29.7,,123,,30,177,982,5634,31,0.03,0.03,0.03
264,Nelson Agholor,BAL,WR,31,14,7,0,0,0,0,0,0,0,,0,29,14,231,16.5,2,0,0,2,,,35,49.1,52.1,42.1,,106,,29,231,863,6456,63,0.03,0.04,0.03
377,Tay Martin,TEN,WR,27,1,0,0,0,0,0,0,0,0,,0,2,1,49,49,1,0,0,1,,,11,11.9,11.9,11.4,,144,,2,49,860,5009,32,0.00,0.01,0.03
239,Christian Kirk,JAX,WR,28,8,7,0,0,0,0,0,0,0,,0,47,27,379,14.04,1,0,0,1,,,44,70.9,73.9,57.4,,94,,47,379,877,5229,33,0.05,0.07,0.03
235,Chris Olave,NOR,WR,24,8,8,0,0,0,0,0,1,7,7,0,44,32,400,12.5,1,1,1,1,,,45,76.7,80.7,60.7,,93,,45,407,873,5046,33,0.05,0.08,0.03
278,John Metchie,HOU,WR,24,13,3,0,0,0,0,0,0,0,,0,37,24,254,10.58,1,1,0,1,,,31,55.4,58.4,43.4,,112,,37,254,871,5440,33,0.04,0.05,0.03
326,Dante Pettis,NOR,WR,29,8,0,0,0,0,0,0,0,0,,0,28,12,120,10,1,0,0,1,1,,20,32,35,26,,129,,28,120,873,5046,33,0.03,0.02,0.03
287,Cedrick Wilson Jr.,NOR,WR,29,15,4,1,1,21,1,0,0,0,,0,27,20,211,10.55,1,1,1,1,,,30,49.9,53.9,39.9,,116,,27,211,873,5046,33,0.03,0.04,0.03
338,Bub Means,NOR,WR,23,7,1,0,0,0,0,0,0,0,,0,15,9,118,13.11,1,0,0,1,,,18,26.8,29.8,22.3,,131,,15,118,873,5046,33,0.02,0.02,0.03
404,Xavier Gipson,NYJ,WR,23,17,0,0,0,0,0,0,1,5,5,0,10,6,39,6.5,1,4,1,1,,,8,14.4,15.4,11.4,,154,,11,44,790,4416,33,0.01,0.01,0.03
290,Malik Washington,MIA,WR,23,14,3,0,0,0,0,0,5,25,5,1,36,26,223,8.58,0,1,1,1,,,29,54.8,58.8,41.8,,117,,41,248,963,5633,34,0.04,0.04,0.03
320,Mecole Hardman,KAN,WR,26,12,0,0,0,0,0,0,5,62,12.4,1,14,12,90,7.5,0,0,0,1,,,21,33.2,33.2,27.2,,127,,19,152,1033,6141,44,0.02,0.02,0.02
265,Tyler Johnson,LAR,WR,26,15,2,0,0,0,0,0,0,0,,0,41,26,291,11.19,1,0,0,1,,,35,61.1,64.1,48.1,,107,,41,291,959,5815,37,0.04,0.05,0.03
341,Jake Bobo,SEA,WR,26,17,3,0,0,0,0,0,0,0,,0,17,13,107,8.23,1,0,0,1,,,17,29.7,32.7,23.2,,135,,17,107,890,5693,38,0.02,0.02,0.03
167,Ray-Ray McCloud,ATL,WR,28,17,13,0,0,0,0,0,10,79,7.9,0,87,62,686,11.06,1,4,2,1,,,79,140.5,145.5,109.5,,65,,97,765,1004,6491,40,0.10,0.12,0.03
188,Josh Palmer,LAC,WR,25,15,7,0,0,0,0,0,0,0,,0,65,39,584,14.97,1,0,0,1,2,,68,107.4,110.4,87.9,,75,,65,584,877,5429,40,0.07,0.11,0.03
343,Ashton Dulin,IND,WR,27,15,2,0,0,0,0,0,5,45,9,0,8,2,67,33.5,1,0,0,1,,,17,19.2,19.2,18.2,,133,,13,112,892,5406,40,0.01,0.02,0.03
393,DJ Chark,LAC,WR,28,7,0,0,0,0,0,0,0,0,,0,10,4,31,7.75,1,0,0,1,,,9,13.1,13.1,11.1,,152,,10,31,877,5429,40,0.01,0.01,0.03
270,Lil'Jordan Humphrey,DEN,WR,26,17,7,0,0,0,0,0,0,0,,0,45,31,293,9.45,1,2,1,1,,,33,64.3,68.3,48.8,,110,,45,293,882,5068,41,0.05,0.06,0.02
362,Trent Sherfield,MIN,WR,28,17,1,0,0,0,0,0,0,0,,0,9,8,83,10.38,1,0,0,1,,,14,22.3,22.3,18.3,,139,,9,83,829,5675,41,0.01,0.01,0.02
224,Noah Brown,WAS,WR,28,11,9,0,0,0,0,0,0,0,,0,56,35,453,12.94,1,0,0,1,,,51,86.3,89.3,68.8,,91,,56,453,862,5569,53,0.06,0.08,0.02
258,Dyami Brown,WAS,WR,25,16,3,0,1,0,0,0,3,26,8.67,0,40,30,308,10.27,1,1,1,1,,,37,67.4,71.4,52.4,,103,,43,334,862,5569,53,0.05,0.06,0.02
389,Johnny Wilson,PHI,WR,23,16,4,0,0,0,0,0,0,0,,0,15,5,38,7.6,1,0,0,1,,,10,14.8,14.8,12.3,,149,,15,38,871,5911,53,0.02,0.01,0.02
379,Ainias Smith,PHI,WR,23,7,1,0,0,0,0,0,2,6,3,0,9,7,41,5.86,1,0,0,1,,,11,17.7,17.7,14.2,,146,,11,47,871,5911,53,0.01,0.01,0.02
392,Parris Campbell,PHI,WR,27,5,0,0,0,0,0,0,0,0,,0,8,6,30,5,1,0,0,1,,,9,15,15,12,,153,,8,30,871,5911,53,0.01,0.01,0.02
438,Charlie Jones,CIN,WR,26,8,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,2,1,1,,,5,5.5,6.5,5,,175,,1,5,926,6156,54,0.00,0.00,0.02
228,Sterling Shepard,TAM,WR,31,14,5,0,0,0,0,0,8,69,8.63,0,51,32,334,10.44,1,0,0,1,1,,48,80.3,83.3,64.3,,92,,59,403,980,6660,57,0.06,0.06,0.02
312,Trey Palmer,TAM,WR,23,15,3,0,0,0,0,0,0,0,,0,22,12,172,14.33,1,1,0,1,,,23,35.2,38.2,29.2,,124,,22,172,980,6660,57,0.02,0.03,0.02
272,Curtis Samuel,BUF,WR,28,14,2,0,0,0,0,0,5,14,2.8,0,46,31,253,8.16,1,0,0,1,,,33,63.7,66.7,48.2,,111,,51,267,826,5306,60,0.06,0.05,0.02
368,Tyrell Shavers,BUF,WR,25,3,0,0,0,0,0,0,0,0,,0,1,1,69,69,1,0,0,1,,,13,13.9,13.9,13.4,,140,,1,69,826,5306,60,0.00,0.01,0.02
