Rk,Player,Tm,FantPos,Age,G,GS,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Y/A,Rush_TD,Tgt,Rec,Yds,Y/R,Receiving_TD,Fmb,FL,Total_TD,2:00 PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Player_Touches,Player Yards,Team Tuches,Team Yard,Team TD,% of Team Touch,% of Team Yard,% of Team TD
305,Tylan Wallace,BAL,WR,25,17,0,0,0,0,0,0,0,0,,0,12,11,193,17.55,1,1,0,1,,,25,36.3,39.3,30.8,,120,,12,193,863,6456,63,0.01,0.03,0.02
408,Devontez Walker,BAL,WR,23,9,0,0,0,0,0,0,0,0,,0,3,1,21,21,1,0,0,1,,,8,9.1,9.1,8.6,,158,,3,21,863,6456,63,0.00,0.00,0.02
250,Tyler Boyd,TEN,WR,30,16,8,0,1,0,0,0,1,3,3,0,57,39,390,10,0,0,0,0,,,39,78.3,81.3,58.8,,100,,58,393,860,5009,32,0.07,0.08,0.00
212,Tutu Atwell,LAR,WR,25,17,5,0,1,0,0,0,2,7,3.5,0,62,42,562,13.38,0,0,0,0,,,57,98.9,101.9,77.9,,86,,64,569,959,5815,37,0.07,0.10,0.00
279,Adonai Mitchell,IND,WR,22,17,7,1,1,24,0,0,4,6,1.5,0,55,23,312,13.57,0,2,1,0,,,31,53.8,57.8,42.3,,114,,59,318,892,5406,40,0.07,0.06,0.00
256,Brandon Aiyuk,SFO,WR,26,7,7,0,0,0,0,0,0,0,,0,47,25,374,14.96,0,0,0,0,,,37,62.4,65.4,49.9,,102,,47,374,888,6233,40,0.05,0.06,0.00
311,Jahan Dotson,PHI,WR,24,17,6,0,0,0,0,0,1,13,13,0,33,19,216,11.37,0,0,0,0,,,23,41.9,44.9,32.4,,125,,34,229,871,5911,53,0.04,0.04,0.00
340,Robert Woods,HOU,WR,32,15,4,0,0,0,0,0,0,0,,0,30,20,203,10.15,0,3,1,0,,,18,38.3,42.3,28.3,,130,,30,203,871,5440,33,0.03,0.04,0.00
283,Jordan Whittington,LAR,WR,24,15,3,0,0,0,0,0,2,12,6,0,28,22,293,13.32,0,0,0,0,,,31,52.5,55.5,41.5,,115,,30,305,959,5815,37,0.03,0.05,0.00
369,Xavier Hutchinson,HOU,WR,24,16,3,0,0,0,0,0,0,0,,0,26,12,117,9.75,0,0,0,0,,,12,23.7,26.7,17.7,,142,,26,117,871,5440,33,0.03,0.02,0.00
388,Mason Tipton,NOR,WR,24,11,1,0,0,0,0,0,0,0,,0,26,14,99,7.07,0,0,0,0,,,10,23.9,23.9,16.9,,148,,26,99,873,5046,33,0.03,0.02,0.00
344,Luke McCaffrey,WAS,WR,23,17,4,0,0,0,0,0,0,0,,0,24,18,168,9.33,0,0,0,0,,,17,34.8,37.8,25.8,,134,,24,168,862,5569,53,0.03,0.03,0.00
356,Bo Melton,GNB,WR,25,17,0,0,0,0,0,0,8,54,6.75,0,17,8,91,11.38,0,0,0,0,,,15,22.5,22.5,18.5,,138,,25,145,943,6212,51,0.03,0.02,0.00
349,Kevin Austin,NOR,WR,24,8,2,0,0,0,0,0,1,9,9,0,22,11,151,13.73,0,1,0,0,,,16,27,30,21.5,,136,,23,160,873,5046,33,0.03,0.03,0.00
402,Devin Duvernay,JAX,WR,27,13,1,0,0,0,0,0,4,3,0.75,0,16,11,79,7.18,0,1,0,0,,,8,19.2,19.2,13.7,,156,,20,82,877,5229,33,0.02,0.02,0.00
427,Jalin Hyatt,NYG,WR,23,16,3,0,0,0,0,0,0,0,,0,19,8,62,7.75,0,0,0,0,,,6,14.2,14.2,10.2,,168,,19,62,883,4865,29,0.02,0.01,0.00
421,Michael Woods II,CLE,WR,24,5,2,0,0,0,0,0,0,0,,0,17,7,65,9.29,0,0,0,0,,,7,13.5,13.5,10,,167,,17,65,885,4859,25,0.02,0.01,0.00
426,Odell Beckham Jr.,MIA,WR,32,9,0,0,0,0,0,0,0,0,,0,18,9,55,6.11,0,0,0,0,,,6,14.5,14.5,10,,171,,18,55,963,5633,34,0.02,0.01,0.00
376,Simi Fehoko,LAC,WR,27,8,2,0,0,0,0,0,0,0,,0,16,6,106,17.67,0,0,0,0,,,11,16.6,19.6,13.6,,147,,16,106,877,5429,40,0.02,0.02,0.00
406,Jalen Reagor,LAC,WR,25,8,2,0,0,0,0,0,3,-3,-1,0,12,7,100,14.29,0,1,1,0,,,8,14.7,18.7,11.2,,160,,15,97,877,5429,40,0.02,0.02,0.00
390,Marquise Brown,KAN,WR,27,2,1,0,0,0,0,0,0,0,,0,15,9,91,10.11,0,0,0,0,,,9,18.1,18.1,13.6,,151,,15,91,1033,6141,44,0.01,0.01,0.00
436,DeAndre Carter,CHI,WR,31,13,0,0,0,0,0,0,0,0,,0,14,9,72,8,0,1,1,0,,,5,14.2,15.2,9.7,,172,,14,72,853,4760,32,0.02,0.02,0.00
374,Jermaine Burton,CIN,WR,23,14,1,0,0,0,0,0,0,0,,0,14,4,107,26.75,0,0,0,0,,,11,14.7,17.7,12.7,,145,,14,107,926,6156,54,0.02,0.02,0.00
403,Ryan Flournoy,DAL,WR,25,11,1,0,0,0,0,0,0,0,,0,14,10,102,10.2,0,1,1,0,,,8,18.2,22.2,13.2,,157,,14,102,982,5634,31,0.01,0.02,0.00
401,Chris Conley,SFO,WR,32,15,2,0,0,0,0,0,0,0,,0,12,6,76,12.67,0,0,0,0,,,8,13.6,13.6,10.6,,161,,12,76,888,6233,40,0.01,0.01,0.00
405,Zay Jones,ARI,WR,29,11,2,0,0,0,0,0,0,0,,0,11,8,84,10.5,0,0,0,0,,,8,16.4,16.4,12.4,,155,,11,84,899,5742,41,0.01,0.01,0.00
419,Brandon Powell,MIN,WR,29,17,1,0,0,0,0,0,0,0,,0,10,7,71,10.14,0,1,0,0,,,7,14.1,14.1,10.6,,162,,10,71,829,5675,41,0.01,0.01,0.00
447,Treylon Burks,TEN,WR,24,5,2,0,0,0,0,0,2,1,0.5,0,8,4,34,8.5,0,0,0,0,,,4,7.5,7.5,5.5,,182,,10,35,860,5009,32,0.01,0.01,0.00
370,Rakim Jarrett,TAM,WR,23,10,2,0,0,0,0,0,0,0,,0,11,9,124,13.78,0,0,0,0,,,12,21.4,24.4,16.9,,141,,11,124,980,6660,57,0.01,0.02,0.00
483,Trenton Irwin,CIN,WR,29,7,2,0,0,0,0,0,0,0,,0,10,3,15,5,0,0,0,0,,,2,4.5,4.5,3,,196,,10,15,926,6156,54,0.01,0.00,0.00
386,Bryce Oliver,TEN,WR,24,10,1,0,0,0,0,0,0,0,,0,9,6,95,15.83,0,0,0,0,,,10,15.5,15.5,12.5,,150,,9,95,860,5009,32,0.01,0.02,0.00
418,Scott Miller,PIT,WR,27,13,1,0,0,0,0,0,0,0,,0,9,5,69,13.8,0,0,0,0,,,7,11.9,11.9,9.4,,163,,9,69,874,5199,35,0.01,0.01,0.00
480,Malachi Corley,NYJ,WR,22,9,1,0,0,0,0,0,2,26,13,0,6,3,16,5.33,0,1,1,0,,,2,5.2,6.2,3.7,,190,,8,42,790,4416,33,0.01,0.01,0.00
442,Tyquan Thornton,NWE,WR,24,6,1,0,0,0,0,0,0,0,,0,8,4,47,11.75,0,0,0,0,,,5,8.7,8.7,6.7,,174,,8,47,845,4727,27,0.01,0.01,0.00
412,River Cracraft,MIA,WR,30,8,0,0,0,0,0,0,0,0,,0,9,7,66,9.43,0,0,0,0,,,7,13.6,13.6,10.1,,166,,9,66,963,5633,34,0.01,0.01,0.00
464,Britain Covey,PHI,WR,27,5,1,0,0,0,0,0,0,0,,0,8,7,34,4.86,0,0,0,0,,,3,10.4,10.4,6.9,,183,,8,34,871,5911,53,0.01,0.01,0.00
488,Jamari Thrash,CLE,WR,24,9,0,0,0,0,0,0,0,0,,0,7,3,22,7.33,0,0,0,0,,,2,5.2,5.2,3.7,,191,,7,22,885,4859,25,0.01,0.00,0.00
411,Jacob Cowing,SFO,WR,23,15,0,0,0,0,0,0,1,7,7,0,6,4,80,20,0,2,1,0,,,7,10.7,11.7,8.7,,165,,7,87,888,6233,40,0.01,0.01,0.00
475,Deven Thompkins,CAR,WR,25,7,0,0,0,0,0,0,2,7,3.5,0,4,4,20,5,0,0,0,0,,,3,6.7,6.7,4.7,,187,,6,27,782,4517,37,0.01,0.01,0.00
474,Allen Robinson,DET,WR,31,12,0,0,0,0,0,0,0,0,,0,7,3,30,10,0,0,0,0,,,3,6,6,4.5,,185,,7,30,1008,7125,68,0.01,0.00,0.00
454,Terrace Marshall Jr.,LVR,WR,24,7,1,0,0,0,0,0,0,0,,0,6,3,41,13.67,0,0,0,0,,,4,7.1,7.1,5.6,,180,,6,41,887,5099,28,0.01,0.01,0.00
477,Ronnie Bell,SFO,WR,24,9,0,0,0,0,0,0,0,0,,0,6,2,22,11,0,0,0,0,,,2,4.2,4.2,3.2,,189,,6,22,888,6233,40,0.01,0.00,0.00
440,Nikko Remigio,KAN,WR,25,5,1,0,0,0,0,0,0,0,,0,6,2,48,24,0,1,0,0,,,5,6.8,6.8,5.8,,173,,6,48,1033,6141,44,0.01,0.01,0.00
457,Xavier Smith,LAR,WR,27,15,0,0,0,0,0,0,4,36,9,0,2,2,6,3,0,0,0,0,,,4,6.2,6.2,5.2,,178,,6,42,959,5815,37,0.01,0.01,0.00
420,Ben Skowronek,PIT,WR,27,10,1,0,0,0,0,0,0,0,,0,5,5,69,13.8,0,0,0,0,,,7,11.9,11.9,9.4,,164,,5,69,874,5199,35,0.01,0.01,0.00
452,Tim Jones,JAX,WR,26,17,0,0,0,0,0,0,0,0,,0,5,3,41,13.67,0,0,0,0,,,4,7.1,7.1,5.6,,179,,5,41,877,5229,33,0.01,0.01,0.00
448,Dan Chisena,CAR,WR,27,6,0,0,0,0,0,0,0,0,,0,4,3,37,12.33,0,0,0,0,,,4,6.7,6.7,5.2,,181,,4,37,782,4517,37,0.01,0.01,0.00
495,Javon Baker,NWE,WR,22,11,1,0,0,0,0,0,0,0,,0,4,1,12,12,0,0,0,0,,,1,2.2,2.2,1.7,,198,,4,12,845,4727,27,0.00,0.00,0.00
501,Grant Dubose,MIA,WR,23,3,0,0,0,0,0,0,0,0,,0,4,2,11,5.5,0,0,0,0,,,1,3.1,3.1,2.1,,200,,4,11,963,5633,34,0.00,0.00,0.00
494,Robbie Chosen,MIA,WR,31,2,0,0,0,0,0,0,0,0,,0,4,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,211,,4,5,963,5633,34,0.00,0.00,0.00
489,Austin Trammell,JAX,WR,26,1,0,0,0,0,0,0,0,0,,0,3,2,40,20,0,1,1,0,,,2,4,5,3,,192,,3,40,877,5229,33,0.00,0.01,0.00
462,David Bell,CLE,WR,24,1,0,0,0,0,0,0,0,0,,0,3,3,27,9,0,0,0,0,,,3,5.7,5.7,4.2,,186,,3,27,885,4859,25,0.00,0.01,0.00
461,Alex Bachman,LVR,WR,28,6,1,0,0,0,0,0,0,0,,0,3,3,31,10.33,0,0,0,0,,,3,6.1,6.1,4.6,,184,,3,31,887,5099,28,0.00,0.01,0.00
514,Ramel Keyton,LVR,WR,24,8,0,0,0,0,0,0,0,0,,0,3,1,7,7,0,0,0,0,,,1,1.7,1.7,1.2,,206,,3,7,887,5099,28,0.00,0.00,0.00
459,Cody White,SEA,WR,26,4,0,0,0,0,0,0,0,0,,0,3,2,44,22,0,0,0,0,,,4,6.4,6.4,5.4,,177,,3,44,890,5693,38,0.00,0.01,0.00
449,D'Wayne Eskridge,MIA,WR,27,6,0,0,0,0,0,0,0,0,,0,3,3,44,14.67,0,0,0,0,,,4,7.4,7.4,5.9,,176,,3,44,963,5633,34,0.00,0.01,0.00
512,Kameron Johnson,TAM,WR,22,5,0,0,0,0,0,0,2,11,5.5,0,1,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,201,,3,11,980,6660,57,0.00,0.00,0.00
510,Collin Johnson,CHI,WR,27,9,0,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,208,,2,6,853,4760,32,0.00,0.00,0.00
484,Mason Kinsey,TEN,WR,26,6,0,0,0,0,0,0,0,0,,0,2,2,17,8.5,0,0,0,0,,,2,3.7,3.7,2.7,,194,,2,17,860,5009,32,0.00,0.00,0.00
520,John Ross,PHI,WR,29,1,0,0,0,0,0,0,0,0,,0,2,1,6,6,0,0,0,0,,,1,1.6,1.6,1.1,,209,,2,6,871,5911,53,0.00,0.00,0.00
507,Isaiah Hodgins,NYG,WR,26,3,0,0,0,0,0,0,0,0,,0,2,2,12,6,0,0,0,0,,,1,3.2,3.2,2.2,,199,,2,12,883,4865,29,0.00,0.00,0.00
516,Tyreik McAllister,LVR,WR,26,3,0,0,0,0,0,0,2,11,5.5,0,0,0,0,,0,0,0,0,,,1,1.1,1.1,1.1,,202,,2,11,887,5099,28,0.00,0.00,0.00
530,Casey Washington,ATL,WR,23,8,0,0,0,0,0,0,0,0,,0,2,1,14,14,0,0,0,0,,,1,2.4,2.4,1.9,,197,,2,14,1004,6491,40,0.00,0.00,0.00
478,Chris Blair,ATL,WR,27,4,0,0,0,0,0,0,0,0,,0,2,1,17,17,0,0,0,0,,,2,2.7,2.7,2.2,,193,,2,17,1004,6491,40,0.00,0.00,0.00
522,Tyler Scott,CHI,WR,23,11,0,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,,,1,1.5,1.5,1,,212,,1,5,853,4760,32,0.00,0.00,0.00
486,Anthony Miller,BAL,WR,30,2,0,0,0,0,0,0,0,0,,0,1,1,16,16,0,0,0,0,,,2,2.6,2.6,2.1,,195,,1,16,863,6456,63,0.00,0.00,0.00
509,Brandon Johnson,PIT,WR,26,3,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,,,1,1.9,1.9,1.4,,204,,1,9,874,5199,35,0.00,0.00,0.00
527,Trent Taylor,SFO,WR,30,2,0,0,0,0,0,0,0,0,,0,1,1,11,11,0,0,0,0,,,1,2.1,2.1,1.6,,203,,1,11,888,6233,40,0.00,0.00,0.00
481,Anthony Gould,IND,WR,23,8,0,0,0,0,0,0,0,0,,0,1,1,23,23,0,0,0,0,,,2,3.3,3.3,2.8,,188,,1,23,892,5406,40,0.00,0.00,0.00
519,Kendric Pryor,CIN,WR,26,1,0,0,0,0,0,0,0,0,,0,1,1,9,9,0,0,0,0,,,1,1.9,1.9,1.4,,205,,1,9,926,6156,54,0.00,0.00,0.00
28,Jonnu Smith,MIA,TE,29,17,6,0,0,0,0,0,2,-1,-0.5,0,111,88,884,10.05,8,2,1,8,,,134,222.3,226.3,178.3,47,4,28,113,883,963,5633,34,0.12,0.16,0.24
148,David Njoku,CLE,TE,28,11,11,0,0,0,0,0,0,0,,0,97,64,505,7.89,5,0,0,5,2,,85,148.5,151.5,116.5,,11,,97,505,885,4859,25,0.11,0.10,0.20
15,George Kittle,SFO,TE,31,15,15,0,0,0,0,0,0,0,,0,94,78,1106,14.18,8,0,0,8,,,159,236.6,239.6,197.6,70,1,15,94,1106,888,6233,40,0.11,0.18,0.20
57,Pat Freiermuth,PIT,TE,26,17,11,0,0,0,0,0,0,0,,0,78,65,653,10.05,7,3,2,7,,,103,168.3,173.3,135.8,18,9,57,78,653,874,5199,35,0.09,0.13,0.20
166,Taysom Hill,NOR,TE,34,8,8,2,4,21,0,1,39,278,7.13,6,31,23,187,8.13,0,1,1,6,,,79,102.3,110.3,91.8,,16,,70,465,873,5046,33,0.08,0.09,0.18
20,Brock Bowers,LVR,TE,22,17,16,0,0,0,0,0,5,13,2.6,0,153,112,1194,10.66,5,0,0,5,,,151,262.7,265.7,206.7,63,2,20,158,1207,887,5099,28,0.18,0.24,0.18
29,Mark Andrews,BAL,TE,29,17,13,0,0,0,0,0,4,5,1.25,0,69,55,673,12.24,11,0,0,11,,,134,188.8,191.8,161.3,47,5,29,73,678,863,6456,63,0.08,0.11,0.17
185,Foster Moreau,NOR,TE,27,17,17,0,0,0,0,0,0,0,,0,43,32,413,12.91,5,0,0,5,,,71,103.3,106.3,87.3,,21,,43,413,873,5046,33,0.05,0.08,0.15
177,Noah Gray,KAN,TE,25,17,10,0,0,0,0,0,1,-4,-4,0,49,40,437,10.93,5,0,0,5,,,73,113.3,116.3,93.3,,19,,50,433,1033,6141,44,0.05,0.07,0.11
44,Tucker Kraft,GNB,TE,24,17,17,0,0,0,0,0,3,6,2,0,70,50,707,14.14,7,1,1,7,1,,113,163.3,167.3,138.3,27,7,44,73,713,943,6212,51,0.08,0.11,0.14
45,Zach Ertz,WAS,TE,34,17,17,0,0,0,0,0,0,0,,0,91,66,654,9.91,7,1,0,7,2,,111,177.4,180.4,144.4,26,8,45,91,654,862,5569,53,0.11,0.12,0.13
179,Cole Kmet,CHI,TE,25,17,16,0,0,0,0,0,0,0,,0,55,47,474,10.09,4,0,0,4,1,,73,120.4,123.4,96.9,,18,,55,474,853,4760,32,0.06,0.10,0.13
184,Tyler Conklin,NYJ,TE,29,16,15,0,0,0,0,0,1,0,0,0,72,51,449,8.8,4,0,0,4,1,,71,121.9,124.9,96.4,,22,,73,449,790,4416,33,0.09,0.10,0.12
196,Austin Hooper,NWE,TE,30,17,8,0,0,0,0,0,0,0,,0,59,45,476,10.58,3,2,1,3,,,64,108.6,112.6,86.1,,24,,59,476,845,4727,27,0.07,0.10,0.11
227,AJ Barner,SEA,TE,22,17,6,0,0,0,0,0,0,0,,0,38,30,245,8.17,4,0,0,4,,,49,78.5,81.5,63.5,,32,,38,245,890,5693,38,0.04,0.04,0.11
41,Sam LaPorta,DET,TE,23,16,16,0,0,0,0,0,0,0,,0,83,60,726,12.1,7,0,0,7,,,115,174.6,177.6,144.6,29,6,41,83,726,1008,7125,68,0.08,0.10,0.10
151,Kyle Pitts,ATL,TE,24,17,15,0,0,0,0,0,0,0,,0,74,47,602,12.81,4,0,0,4,,,84,131.2,134.2,107.7,,12,,74,602,1004,6491,40,0.07,0.09,0.10
24,Trey McBride,ARI,TE,25,16,16,0,0,0,0,0,1,2,2,1,147,111,1146,10.32,2,0,0,4,,,139,249.8,252.8,194.3,51,3,24,148,1148,899,5742,41,0.16,0.20,0.10
156,Isaiah Likely,BAL,TE,24,16,9,0,0,0,0,0,0,0,,0,58,42,477,11.36,6,1,1,6,,,82,123.7,127.7,102.7,,13,,58,477,863,6456,63,0.07,0.07,0.10
275,Nick Vannett,TEN,TE,31,17,10,0,0,0,0,0,0,0,,0,20,17,135,7.94,3,0,0,3,,,32,48.5,51.5,40,,44,,20,135,860,5009,32,0.02,0.03,0.09
178,Juwan Johnson,NOR,TE,28,17,5,0,0,0,0,0,0,0,,0,66,50,548,10.96,3,2,0,3,,,73,122.8,125.8,97.8,,20,,66,548,873,5046,33,0.08,0.11,0.09
59,Travis Kelce,KAN,TE,35,16,16,0,0,0,0,0,1,1,1,0,133,97,823,8.48,3,2,1,3,,,98,195.4,199.4,146.9,13,10,59,134,824,1033,6141,44,0.13,0.13,0.07
223,Jordan Akins,CLE,TE,32,17,6,0,0,0,0,0,0,0,,0,58,40,390,9.75,2,1,0,2,,,51,91,94,71,,31,,58,390,885,4859,25,0.07,0.08,0.08
165,Hunter Henry,NWE,TE,30,16,16,0,0,0,0,0,0,0,,0,97,66,674,10.21,2,0,0,2,,,79,145.4,148.4,112.4,,15,,97,674,845,4727,27,0.11,0.14,0.07
240,Josh Oliver,MIN,TE,27,15,12,0,0,0,0,0,0,0,,0,28,22,258,11.73,3,0,0,3,,,44,65.8,68.8,54.8,,35,,28,258,829,5675,41,0.03,0.05,0.07
284,Nate Adkins,DEN,TE,25,17,10,0,0,0,0,0,0,0,,0,15,14,115,8.21,3,0,0,3,,,30,43.5,46.5,36.5,,47,,15,115,882,5068,41,0.02,0.02,0.07
157,Cade Otton,TAM,TE,25,14,14,0,0,0,0,0,1,-4,-4,0,87,59,600,10.17,4,2,1,4,,,82,140.6,144.6,111.1,,14,,88,596,980,6660,57,0.09,0.09,0.07
199,Chigoziem Okonkwo,TEN,TE,25,17,11,0,0,0,0,0,1,17,17,0,70,52,479,9.21,2,2,1,2,1,,62,113.6,117.6,87.6,,26,,71,496,860,5009,32,0.08,0.10,0.06
194,Dalton Schultz,HOU,TE,28,17,13,0,0,0,0,0,0,0,,0,85,53,532,10.04,2,0,0,2,,,65,118.2,121.2,91.7,,23,,85,532,871,5440,33,0.10,0.10,0.06
225,Brenton Strange,JAX,TE,24,17,10,0,0,0,0,0,0,0,,0,53,40,411,10.28,2,1,1,2,,,51,91.1,95.1,71.1,,30,,53,411,877,5229,33,0.06,0.08,0.06
273,Tommy Tremble,CAR,TE,24,12,11,0,0,0,0,0,0,0,,0,32,23,234,10.17,2,1,1,2,,,33,56.4,60.4,44.9,,42,,32,234,782,4517,37,0.04,0.05,0.05
330,Tyler Higbee,LAR,TE,31,3,3,0,0,0,0,0,0,0,,0,12,8,66,8.25,2,0,0,2,,,19,26.6,26.6,22.6,,58,,12,66,959,5815,37,0.01,0.01,0.05
204,Will Dissly,LAC,TE,28,15,8,0,0,0,0,0,0,0,,0,64,50,481,9.62,2,0,0,2,,,60,110.1,113.1,85.1,,27,,64,481,877,5429,40,0.07,0.09,0.05
297,Johnny Mundt,MIN,TE,30,17,3,0,0,0,0,0,0,0,,0,27,19,142,7.47,2,0,0,2,,,26,45.2,48.2,35.7,,49,,27,142,829,5675,41,0.03,0.03,0.05
288,Elijah Higgins,ARI,TE,24,17,6,0,0,0,0,0,0,0,,0,24,20,172,8.6,2,0,0,2,,,29,49.2,52.2,39.2,,48,,24,172,899,5742,41,0.03,0.03,0.05
281,Adam Trautman,DEN,TE,27,17,14,0,0,0,0,0,0,0,,0,22,13,188,14.46,2,0,0,2,,,31,43.8,46.8,37.3,,45,,22,188,882,5068,41,0.02,0.04,0.05
380,Blake Whiteheart,CLE,TE,24,11,2,0,0,0,0,0,0,0,,0,9,6,51,8.5,1,0,0,1,,,11,17.1,17.1,14.1,,67,,9,51,885,4859,25,0.01,0.01,0.04
198,Dallas Goedert,PHI,TE,29,10,10,0,0,0,0,0,0,0,,0,52,42,496,11.81,2,2,0,2,,,62,103.6,106.6,82.6,,25,,52,496,871,5911,53,0.06,0.08,0.04
169,Mike Gesicki,CIN,TE,29,17,3,0,0,0,0,0,0,0,,0,83,65,665,10.23,2,1,1,2,,,77,141.5,145.5,109,,17,,83,665,926,6156,54,0.09,0.11,0.04
307,Payne Durham,TAM,TE,24,16,6,0,0,0,0,0,0,0,,0,14,11,115,10.45,2,1,0,2,,,24,34.5,37.5,29,,51,,14,115,980,6660,57,0.01,0.02,0.04
253,Theo Johnson,NYG,TE,23,12,11,0,0,0,0,0,0,0,,0,43,29,331,11.41,1,0,0,1,,,39,68.1,71.1,53.6,,38,,43,331,883,4865,29,0.05,0.07,0.03
396,Chris Manhertz,NYG,TE,32,17,11,0,0,0,0,0,0,0,,0,4,3,30,10,1,0,0,1,,,9,12,12,10.5,,74,,4,30,883,4865,29,0.00,0.01,0.03
213,Dalton Kincaid,BUF,TE,25,13,9,0,0,0,0,0,0,0,,0,75,44,448,10.18,2,1,0,2,,,57,100.8,103.8,78.8,,28,,75,448,826,5306,60,0.09,0.08,0.03
286,Luke Schoonmaker,DAL,TE,26,17,6,0,0,0,0,0,0,0,,0,36,27,241,8.93,1,0,0,1,,,30,57.1,60.1,43.6,,46,,36,241,982,5634,31,0.04,0.04,0.03
274,Josh Whyle,TEN,TE,25,17,4,0,0,0,0,0,0,0,,0,37,28,248,8.86,1,0,0,1,1,,33,60.8,63.8,46.8,,43,,37,248,860,5009,32,0.04,0.05,0.03
242,Evan Engram,JAX,TE,30,9,9,0,0,0,0,0,0,0,,0,64,47,365,7.77,1,1,1,1,1,,43,89.5,93.5,66,,36,,64,365,877,5229,33,0.07,0.07,0.03
335,Cade Stover,HOU,TE,24,15,9,0,0,0,0,0,0,0,,0,22,15,133,8.87,1,0,0,1,,,19,34.3,37.3,26.8,,56,,22,133,871,5440,33,0.03,0.02,0.03
381,Kenny Yeboah,NYJ,TE,26,9,1,0,0,0,0,0,0,0,,0,8,5,47,9.4,1,0,0,1,,,11,15.7,15.7,13.2,,68,,8,47,790,4416,33,0.01,0.01,0.03
318,Brock Wright,DET,TE,26,17,8,0,0,0,0,0,0,0,,0,16,13,100,7.69,2,0,0,2,,,22,35,38,28.5,,52,,16,100,1008,7125,68,0.02,0.01,0.03
299,Darnell Washington,PIT,TE,23,17,9,0,0,0,0,0,0,0,,0,25,19,200,10.53,1,0,0,1,,,26,45,48,35.5,,50,,25,200,874,5199,35,0.03,0.04,0.03
387,MyCole Pruitt,PIT,TE,32,12,5,0,0,0,0,0,0,0,,0,10,6,40,6.67,1,0,0,1,,,10,16,16,13,,72,,10,40,874,5199,35,0.01,0.01,0.03
382,Connor Heyward,PIT,TE,25,17,5,0,0,0,0,0,0,0,,0,8,6,40,6.67,1,0,0,1,,,10,16,16,13,,70,,8,40,874,5199,35,0.01,0.01,0.03
249,Ja'Tavion Sanders,CAR,TE,21,16,8,0,0,0,0,0,0,0,,0,43,33,342,10.36,1,1,0,1,,,40,73.2,76.2,56.7,,37,,43,342,782,4517,37,0.05,0.08,0.03
266,Colby Parkinson,LAR,TE,25,17,9,0,0,0,0,0,0,0,,0,49,30,294,9.8,1,0,0,1,,,35,65.4,68.4,50.4,,41,,49,294,959,5815,37,0.05,0.05,0.03
214,Noah Fant,SEA,TE,27,14,9,0,0,0,0,0,0,0,,0,64,48,500,10.42,1,0,0,1,,,56,104,107,80,,29,,64,500,890,5693,38,0.07,0.09,0.03
319,Mo Alie-Cox,IND,TE,31,17,13,0,0,0,0,0,0,0,,0,22,12,147,12.25,1,0,0,1,,,21,32.7,35.7,26.7,,53,,22,147,892,5406,40,0.02,0.03,0.03
351,Eric Saubert,SFO,TE,30,17,3,0,0,0,0,0,0,0,,0,14,11,97,8.82,1,1,0,1,,,16,26.7,26.7,21.2,,63,,14,97,888,6233,40,0.02,0.02,0.03
345,Andrew Ogletree,IND,TE,26,17,6,0,0,0,0,0,0,0,,0,14,9,109,12.11,1,0,0,1,,,17,25.9,28.9,21.4,,60,,14,109,892,5406,40,0.02,0.02,0.03
262,Grant Calcaterra,PHI,TE,26,17,13,0,0,0,0,0,0,0,,0,30,24,298,12.42,1,0,0,1,,,36,59.8,62.8,47.8,,40,,30,298,871,5911,53,0.03,0.05,0.02
397,Ben Sinnott,WAS,TE,22,17,2,0,0,0,0,0,0,0,,0,5,5,28,5.6,1,0,0,1,,,9,13.8,13.8,11.3,,76,,5,28,862,5569,53,0.01,0.01,0.02
417,E.J. Jenkins,PHI,TE,26,8,0,0,0,0,0,0,0,0,,0,2,1,7,7,1,0,0,1,,,7,7.7,7.7,7.2,,81,,2,7,871,5911,53,0.00,0.00,0.02
325,Tanner Hudson,CIN,TE,30,11,0,0,0,0,0,0,1,1,1,0,23,19,154,8.11,1,1,1,1,,,20,38.5,42.5,29,,54,,24,155,926,6156,54,0.03,0.03,0.02
346,Drew Sample,CIN,TE,28,17,15,0,0,0,0,0,1,-4,-4,0,22,20,109,5.45,1,1,0,1,,,17,36.5,39.5,26.5,,61,,23,105,926,6156,54,0.02,0.02,0.02
260,Dawson Knox,BUF,TE,28,16,13,0,0,0,0,0,0,0,,0,33,22,311,14.14,1,0,0,1,,,37,59.1,62.1,48.1,,39,,33,311,826,5306,60,0.04,0.06,0.02
385,Quintin Morris,BUF,TE,25,16,3,0,0,0,0,0,0,0,,0,8,5,36,7.2,1,0,0,1,,,10,14.6,14.6,12.1,,73,,8,36,826,5306,60,0.01,0.01,0.02
